P1,P2,P3,P4
1.431236427713294823e+01,4.552829837223008980e+01,-7.872604609892751171e+01,-5.908074626747170299e+01
1.239776452880675173e+01,4.566400733604629636e+01,-7.879200544125352224e+01,-5.902733997059453941e+01
1.042187942991173344e+01,4.580406027380800538e+01,-7.886007610811161328e+01,-5.897222416569640302e+01
8.398327947240964875e+00,4.594749185797177660e+01,-7.892978891627242888e+01,-5.891577874344863375e+01
6.340729047587505107e+00,4.609333676099416266e+01,-7.900067468250661307e+01,-5.885838359452255020e+01
4.262701697744432749e+00,4.624062965533172331e+01,-7.907226422358482409e+01,-5.880041860958947808e+01
2.177864864504833520e+00,4.638840521344101120e+01,-7.914408835627772021e+01,-5.874226367932075021e+01
9.983751466176116196e-02,4.653569810777857185e+01,-7.921567789735593124e+01,-5.868429869438767810e+01
-1.957761384991698606e+00,4.668154301080095792e+01,-7.928656366359011542e+01,-5.862690354546159455e+01
-3.981312867662477828e+00,4.682497459496472914e+01,-7.935627647175093102e+01,-5.857045812321382527e+01
-5.957197966557487234e+00,4.696502753272643815e+01,-7.942434713860902207e+01,-5.851534231831568889e+01
-7.871797714883683739e+00,4.710073649654264472e+01,-7.949030648093503260e+01,-5.846193602143852530e+01
-9.711493145847974517e+00,4.723113615886988725e+01,-7.955368531549963507e+01,-5.841061912325365313e+01
-1.146266529265728451e+01,4.735526119216472551e+01,-7.961401445907345931e+01,-5.836177151443239097e+01
-1.311169518851855997e+01,4.747214626888371924e+01,-7.967082472842717777e+01,-5.831577308564606454e+01
-1.464496386663869743e+01,4.758082606148341398e+01,-7.972364694033140609e+01,-5.827300372756601377e+01
-1.604885236022465023e+01,4.768033524242036947e+01,-7.977201191155683091e+01,-5.823384333086355014e+01
-1.730974170248332200e+01,4.776970848415113124e+01,-7.981545045887408207e+01,-5.819867178621000647e+01
-1.841401292662166611e+01,4.784798045913225906e+01,-7.985349339905381783e+01,-5.816786898427670138e+01
-1.934804706584660039e+01,4.791418583982030555e+01,-7.988567154886669641e+01,-5.814181481573496768e+01
-2.009822515336504267e+01,4.796735929867182335e+01,-7.991151572508334766e+01,-5.812088917125612397e+01
-2.065092822238392500e+01,4.800653550814336512e+01,-7.993055674447444403e+01,-5.810547194151150308e+01
-2.099253730611017943e+01,4.803074914069148349e+01,-7.994232542381061535e+01,-5.809594301717242359e+01
-2.110943343775071668e+01,4.803903486877273110e+01,-7.994635257986253407e+01,-5.809268228891021124e+01
-2.088000000000000966e+01,4.603999999999999204e+01,-8.059000000000001762e+01,-5.858000000000001251e+01
-2.088055117537233230e+01,4.600380072759981687e+01,-8.058777461748240967e+01,-5.853850680982590404e+01
-2.088216189175164317e+01,4.589801450437210661e+01,-8.058127131517365171e+01,-5.841725001135592521e+01
-2.088476793453146030e+01,4.572685872127612328e+01,-8.057074936093989947e+01,-5.822106376266862782e+01
-2.088830508910529460e+01,4.549455076927110042e+01,-8.055646802264726603e+01,-5.795478222184253525e+01
-2.089270914086666764e+01,4.520530803931627872e+01,-8.053868656816187865e+01,-5.762323954695619221e+01
-2.089791587520909033e+01,4.486334792237091307e+01,-8.051766426534986465e+01,-5.723126989608813631e+01
-2.090386107752608424e+01,4.447288780939423702e+01,-8.049366038207736551e+01,-5.678370742731689802e+01
-2.091048053321116029e+01,4.403814509134549837e+01,-8.046693418621050853e+01,-5.628538629872102206e+01
-2.091771002765783294e+01,4.356333715918394489e+01,-8.043774494561543520e+01,-5.574114066837903891e+01
-2.092548534625962375e+01,4.305268140386881015e+01,-8.040635192815824439e+01,-5.515580469436949329e+01
-2.093374227441004720e+01,4.251039521635934904e+01,-8.037301440170507760e+01,-5.453421253477091568e+01
-2.094241659750261775e+01,4.194069598761480222e+01,-8.033799163412207633e+01,-5.388119834766185079e+01
-2.095144410093084630e+01,4.134780110859441749e+01,-8.030154289327536787e+01,-5.320159629112082911e+01
-2.096076057008825799e+01,4.073592797025742840e+01,-8.026392744703106530e+01,-5.250024052322638823e+01
-2.097030179036836373e+01,4.010929396356308985e+01,-8.022540456325531011e+01,-5.178196520205707287e+01
-2.098000354716467797e+01,3.947211647947063540e+01,-8.018623350981422959e+01,-5.105160448569141352e+01
-2.098980162587072229e+01,3.882861290893931994e+01,-8.014667355457396525e+01,-5.031399253220794066e+01
-2.099963181188000405e+01,3.818300064292838414e+01,-8.010698396540063015e+01,-4.957396349968520610e+01
-2.100942989058604837e+01,3.753949707239706868e+01,-8.006742401016036581e+01,-4.883635154620173324e+01
-2.101913164738236262e+01,3.690231958830461423e+01,-8.002825295671928529e+01,-4.810599082983607389e+01
-2.102867286766246835e+01,3.627568558161027568e+01,-7.998973007294353010e+01,-4.738771550866675142e+01
-2.103798933681988004e+01,3.566381244327328659e+01,-7.995211462669922753e+01,-4.668635974077231765e+01
-2.104701684024810859e+01,3.507091756425290185e+01,-7.991566588585251907e+01,-4.600675768423129597e+01
-2.105569116334067914e+01,3.450121833550835504e+01,-7.988064311826951780e+01,-4.535374349712222397e+01
-2.106394809149110259e+01,3.395893214799889392e+01,-7.984730559181635101e+01,-4.473215133752365347e+01
-2.107172341009289340e+01,3.344827639268375918e+01,-7.981591257435916020e+01,-4.414681536351410074e+01
-2.107895290453956605e+01,3.297346846052220570e+01,-7.978672333376408687e+01,-4.360256973317212470e+01
-2.108557236022464210e+01,3.253872574247346705e+01,-7.975999713789722989e+01,-4.310424860457624874e+01
-2.109151756254163601e+01,3.214826562949679101e+01,-7.973599325462473075e+01,-4.265668613580501756e+01
-2.109672429688405870e+01,3.180630551255142535e+01,-7.971497095181271675e+01,-4.226471648493695454e+01
-2.110112834864543174e+01,3.151706278259660365e+01,-7.969718949732732938e+01,-4.193317381005061151e+01
-2.110466550321926604e+01,3.128475483059158080e+01,-7.968290815903469593e+01,-4.166689226922451894e+01
-2.110727154599908317e+01,3.111359904749559391e+01,-7.967238620480094369e+01,-4.147070602053722155e+01
-2.110888226237839405e+01,3.100781282426788721e+01,-7.966588290249218574e+01,-4.134944922206724272e+01
-2.110943343775071668e+01,3.097161355186771203e+01,-7.966365751997457778e+01,-4.130795603189313425e+01
-2.088000000000000966e+01,3.095999999999999375e+01,-8.059000000000001762e+01,-4.205000000000001137e+01
-2.088055117537233230e+01,3.100102951816870700e+01,-8.058845374497322211e+01,-4.208853985482817706e+01
-2.088216189175164317e+01,3.112093131398213330e+01,-8.058393507737061157e+01,-4.220116603252991894e+01
-2.088476793453146030e+01,3.131492524940119537e+01,-8.057662414340893520e+01,-4.238338845293106516e+01
-2.088830508910529460e+01,3.157823118638682303e+01,-8.056670108930489960e+01,-4.263071703585747230e+01
-2.089270914086666764e+01,3.190606898689994253e+01,-8.055434606127519714e+01,-4.293866170113497560e+01
-2.089791587520909033e+01,3.229365851290148015e+01,-8.053973920553657706e+01,-4.330273236858943164e+01
-2.090386107752608424e+01,3.273621962635235860e+01,-8.052306066830571751e+01,-4.371843895804667568e+01
-2.091048053321116029e+01,3.322897218921350770e+01,-8.050449059579936772e+01,-4.418129138933255007e+01
-2.091771002765783294e+01,3.376713606344586083e+01,-8.048420913423422007e+01,-4.468679958227290427e+01
-2.092548534625962375e+01,3.434593111101033003e+01,-8.046239642982699536e+01,-4.523047345669358066e+01
-2.093374227441004720e+01,3.496057719386785578e+01,-8.043923262879440017e+01,-4.580782293242042158e+01
-2.094241659750261775e+01,3.560629417397935725e+01,-8.041489787735316952e+01,-4.641435792927927650e+01
-2.095144410093084630e+01,3.627830191330576071e+01,-8.038957232172001000e+01,-4.704558836709598779e+01
-2.096076057008825799e+01,3.697182027380799951e+01,-8.036343610811162819e+01,-4.769702416569640491e+01
-2.097030179036836373e+01,3.768206911744698573e+01,-8.033666938274474489e+01,-4.836417524490635600e+01
-2.098000354716467797e+01,3.840426830618366694e+01,-8.030945229183606671e+01,-4.904255152455170474e+01
-2.098980162587072229e+01,3.913363770197895519e+01,-8.028196498160232863e+01,-4.972766292445828640e+01
-2.099963181188000405e+01,3.986539716679376966e+01,-8.025438759826022306e+01,-5.041501936445193621e+01
-2.100942989058604837e+01,4.059476656258905791e+01,-8.022690028802648499e+01,-5.110013076435851787e+01
-2.101913164738236262e+01,4.131696575132573912e+01,-8.019968319711780680e+01,-5.177850704400386661e+01
-2.102867286766246835e+01,4.202721459496473244e+01,-8.017291647175092351e+01,-5.244565812321382481e+01
-2.103798933681988004e+01,4.272073295546696414e+01,-8.014678025814254170e+01,-5.309709392181423482e+01
-2.104701684024810859e+01,4.339274069479336760e+01,-8.012145470250938217e+01,-5.372832435963094611e+01
-2.105569116334067914e+01,4.403845767490486907e+01,-8.009711995106815152e+01,-5.433485935648980103e+01
-2.106394809149110259e+01,4.465310375776239482e+01,-8.007395615003555633e+01,-5.491220883221664906e+01
-2.107172341009289340e+01,4.523189880532687113e+01,-8.005214344562833162e+01,-5.545588270663732544e+01
-2.107895290453956605e+01,4.577006267955921714e+01,-8.003186198406318397e+01,-5.596139089957767254e+01
-2.108557236022464210e+01,4.626281524242036625e+01,-8.001329191155683418e+01,-5.642424333086355404e+01
-2.109151756254163601e+01,4.670537635587124470e+01,-7.999661337432597463e+01,-5.683994992032079097e+01
-2.109672429688405870e+01,4.709296588187278587e+01,-7.998200651858735455e+01,-5.720402058777523990e+01
-2.110112834864543174e+01,4.742080368238590182e+01,-7.996965149055765210e+01,-5.751196525305275031e+01
-2.110466550321926604e+01,4.768410961937152592e+01,-7.995972843645361650e+01,-5.775929383597915745e+01
-2.110727154599908317e+01,4.787810355479059155e+01,-7.995241750249194013e+01,-5.794151625638030367e+01
-2.110888226237839405e+01,4.799800535060401785e+01,-7.994789883488932958e+01,-5.805414243408204555e+01
-2.110943343775071668e+01,4.803903486877273110e+01,-7.994635257986253407e+01,-5.809268228891021124e+01
-2.088000000000000966e+01,4.661999999999999034e+01,-8.117000000000001592e+01,-5.829000000000002046e+01
-2.088055117537233230e+01,4.662340899338736477e+01,-8.116706039220353830e+01,-5.828952597727717233e+01
-2.088216189175164317e+01,4.663337119736405612e+01,-8.115846988786624649e+01,-5.828814072640747668e+01
-2.088476793453146030e+01,4.664948944765192351e+01,-8.114457096556637339e+01,-5.828589947333924215e+01
-2.088830508910529460e+01,4.667136657997282612e+01,-8.112570610388215187e+01,-5.828285744402074897e+01
-2.089270914086666764e+01,4.669860543004862308e+01,-8.110221778139181481e+01,-5.827906986440029158e+01
-2.089791587520909033e+01,4.673080883360118065e+01,-8.107444847667359511e+01,-5.827459196042617151e+01
-2.090386107752608424e+01,4.676757962635235799e+01,-8.104274066830571144e+01,-5.826947895804668320e+01
-2.091048053321116029e+01,4.680852064402400003e+01,-8.100743683486641089e+01,-5.826378608321010688e+01
-2.091771002765783294e+01,4.685323472233798725e+01,-8.096887945493392635e+01,-5.825756856186474408e+01
-2.092548534625962375e+01,4.690132469701615747e+01,-8.092741100708646229e+01,-5.825088161995888925e+01
-2.093374227441004720e+01,4.695239340378039117e+01,-8.088337396990226580e+01,-5.824378048344083680e+01
-2.094241659750261775e+01,4.700604367835253328e+01,-8.083711082195958397e+01,-5.823632037825887409e+01
-2.095144410093084630e+01,4.706187835645445006e+01,-8.078896404183662128e+01,-5.822855653036130263e+01
-2.096076057008825799e+01,4.711950027380799355e+01,-8.073927610811162481e+01,-5.822054416569640978e+01
-2.097030179036836373e+01,4.717851226613503712e+01,-8.068838949936281324e+01,-5.821233851021248284e+01
-2.098000354716467797e+01,4.723851716915742571e+01,-8.063664669416843367e+01,-5.820399478985783048e+01
-2.098980162587072229e+01,4.729911781859702558e+01,-8.058439017110670477e+01,-5.819556823058074002e+01
-2.099963181188000405e+01,4.735991705017569586e+01,-8.053196240875584522e+01,-5.818711405832949168e+01
-2.100942989058604837e+01,4.742051769961529573e+01,-8.047970588569411632e+01,-5.817868749905240122e+01
-2.101913164738236262e+01,4.748052260263768432e+01,-8.042796308049973675e+01,-5.817034377869774886e+01
-2.102867286766246835e+01,4.753953459496472789e+01,-8.037707647175092518e+01,-5.816213812321382193e+01
-2.103798933681988004e+01,4.759715651231827138e+01,-8.032738853802592871e+01,-5.815412575854892907e+01
-2.104701684024810859e+01,4.765299119042018816e+01,-8.027924175790296601e+01,-5.814636191065135762e+01
-2.105569116334067914e+01,4.770664146499233027e+01,-8.023297860996026998e+01,-5.813890180546939490e+01
-2.106394809149110259e+01,4.775771017175656397e+01,-8.018894157277608770e+01,-5.813180066895134246e+01
-2.107172341009289340e+01,4.780580014643473419e+01,-8.014747312492862363e+01,-5.812511372704548762e+01
-2.107895290453956605e+01,4.785051422474872140e+01,-8.010891574499613910e+01,-5.811889620570012482e+01
-2.108557236022464210e+01,4.789145524242036345e+01,-8.007361191155683855e+01,-5.811320333086354850e+01
-2.109151756254163601e+01,4.792822603517154079e+01,-8.004190410318895488e+01,-5.810809032848406019e+01
-2.109672429688405870e+01,4.796042943872409836e+01,-8.001413479847073518e+01,-5.810361242450994013e+01
-2.110112834864543174e+01,4.798766828879989532e+01,-7.999064647598039812e+01,-5.809982484488948273e+01
-2.110466550321926604e+01,4.800954542112079793e+01,-7.997178161429617660e+01,-5.809678281557098956e+01
-2.110727154599908317e+01,4.802566367140866532e+01,-7.995788269199630349e+01,-5.809454156250275503e+01
-2.110888226237839405e+01,4.803562587538535666e+01,-7.994929218765901169e+01,-5.809315631163305937e+01
-2.110943343775071668e+01,4.803903486877273110e+01,-7.994635257986253407e+01,-5.809268228891021124e+01
-2.088000000000000966e+01,4.603999999999999204e+01,-8.117000000000001592e+01,-5.829000000000002046e+01
-2.088055117537233230e+01,4.600380072759981687e+01,-8.116638126471272585e+01,-5.824920348621074595e+01
-2.088216189175164317e+01,4.589801450437210661e+01,-8.115580612566928664e+01,-5.812998260610812196e+01
-2.088476793453146030e+01,4.572685872127612328e+01,-8.113869618309732346e+01,-5.793709035158991583e+01
-2.088830508910529460e+01,4.549455076927110042e+01,-8.111547303722451829e+01,-5.767527971455390912e+01
-2.089270914086666764e+01,4.520530803931627872e+01,-8.108655828827849632e+01,-5.734930368689789049e+01
-2.089791587520909033e+01,4.486334792237091307e+01,-8.105237353648689691e+01,-5.696391526051962728e+01
-2.090386107752608424e+01,4.447288780939423702e+01,-8.101334038207737365e+01,-5.652386742731690106e+01
-2.091048053321116029e+01,4.403814509134549837e+01,-8.096988042527756591e+01,-5.603391317918750048e+01
-2.091771002765783294e+01,4.356333715918394489e+01,-8.092241526631514148e+01,-5.549880550802919288e+01
-2.092548534625962375e+01,4.305268140386881015e+01,-8.087136650541771132e+01,-5.492329740573975982e+01
-2.093374227441004720e+01,4.251039521635934904e+01,-8.081715574281294323e+01,-5.431214186421698997e+01
-2.094241659750261775e+01,4.194069598761480222e+01,-8.076020457872849079e+01,-5.367009187535865067e+01
-2.095144410093084630e+01,4.134780110859441749e+01,-8.070093461339197916e+01,-5.300190043106252347e+01
-2.096076057008825799e+01,4.073592797025742840e+01,-8.063976744703106192e+01,-5.231232052322639703e+01
-2.097030179036836373e+01,4.010929396356308985e+01,-8.057712467987339267e+01,-5.160610514374803870e+01
-2.098000354716467797e+01,3.947211647947063540e+01,-8.051342791214659655e+01,-5.088800728452523003e+01
-2.098980162587072229e+01,3.882861290893931994e+01,-8.044909874407834138e+01,-5.016277993745575969e+01
-2.099963181188000405e+01,3.818300064292838414e+01,-8.038455877589625231e+01,-4.943517609443739502e+01
-2.100942989058604837e+01,3.753949707239706868e+01,-8.032022960782799714e+01,-4.870994874736791758e+01
-2.101913164738236262e+01,3.690231958830461423e+01,-8.025653284010120103e+01,-4.799185088814511602e+01
-2.102867286766246835e+01,3.627568558161027568e+01,-8.019389007294353178e+01,-4.728563550866675769e+01
-2.103798933681988004e+01,3.566381244327328659e+01,-8.013272290658261454e+01,-4.659605560083062414e+01
-2.104701684024810859e+01,3.507091756425290185e+01,-8.007345294124610291e+01,-4.592786415653450405e+01
-2.105569116334067914e+01,3.450121833550835504e+01,-8.001650177716165047e+01,-4.528581416767616474e+01
-2.106394809149110259e+01,3.395893214799889392e+01,-7.996229101455688237e+01,-4.467465862615338779e+01
-2.107172341009289340e+01,3.344827639268375918e+01,-7.991124225365945222e+01,-4.409915052386395473e+01
-2.107895290453956605e+01,3.297346846052220570e+01,-7.986377709469702779e+01,-4.356404285270565424e+01
-2.108557236022464210e+01,3.253872574247346705e+01,-7.982031713789722005e+01,-4.307408860457624655e+01
-2.109151756254163601e+01,3.214826562949679101e+01,-7.978128398348769679e+01,-4.263404077137352743e+01
-2.109672429688405870e+01,3.180630551255142535e+01,-7.974709923169609738e+01,-4.224865234499526423e+01
-2.110112834864543174e+01,3.151706278259660365e+01,-7.971818448275007540e+01,-4.192267631733923849e+01
-2.110466550321926604e+01,3.128475483059158080e+01,-7.969496133687727024e+01,-4.166086568030323889e+01
-2.110727154599908317e+01,3.111359904749559391e+01,-7.967785139430530705e+01,-4.146797342578503276e+01
-2.110888226237839405e+01,3.100781282426788721e+01,-7.966727625526186785e+01,-4.134875254568240166e+01
-2.110943343775071668e+01,3.097161355186771203e+01,-7.966365751997457778e+01,-4.130795603189313425e+01
-2.117000000000000171e+01,3.095999999999999375e+01,-8.059000000000001762e+01,-4.176000000000001933e+01
-2.116985449898748328e+01,3.100102951816870700e+01,-8.058845374497322211e+01,-4.179923653121302607e+01
-2.116942929699944997e+01,3.112093131398213330e+01,-8.058393507737061157e+01,-4.191389862728210858e+01
-2.116874134561016874e+01,3.131492524940119537e+01,-8.057662414340893520e+01,-4.209941504185236028e+01
-2.116780759639391718e+01,3.157823118638682303e+01,-8.056670108930489960e+01,-4.235121452856885327e+01
-2.116664500092496937e+01,3.190606898689994253e+01,-8.055434606127519714e+01,-4.266472584107667387e+01
-2.116527051077759580e+01,3.229365851290148015e+01,-8.053973920553657706e+01,-4.303537773302092262e+01
-2.116370107752607765e+01,3.273621962635235860e+01,-8.052306066830571751e+01,-4.345859895804667872e+01
-2.116195365274467832e+01,3.322897218921350770e+01,-8.050449059579936772e+01,-4.392981826979902849e+01
-2.116004518800768253e+01,3.376713606344586083e+01,-8.048420913423422007e+01,-4.444446442192305113e+01
-2.115799263488935722e+01,3.434593111101033003e+01,-8.046239642982699536e+01,-4.499796616806384719e+01
-2.115581294496397646e+01,3.496057719386785578e+01,-8.043923262879440017e+01,-4.558575226186649587e+01
-2.115352306980581787e+01,3.560629417397935725e+01,-8.041489787735316952e+01,-4.620325145697607638e+01
-2.115113996098915194e+01,3.627830191330576071e+01,-8.038957232172001000e+01,-4.684589250703768926e+01
-2.114868057008825275e+01,3.697182027380799951e+01,-8.036343610811162819e+01,-4.750910416569640660e+01
-2.114616184867739790e+01,3.768206911744698573e+01,-8.033666938274474489e+01,-4.818831518659732183e+01
-2.114360074833085434e+01,3.840426830618366694e+01,-8.030945229183606671e+01,-4.887895432338552837e+01
-2.114101422062290325e+01,3.913363770197895519e+01,-8.028196498160232863e+01,-4.957645032970609833e+01
-2.113841921712781513e+01,3.986539716679376966e+01,-8.025438759826022306e+01,-5.027623195920413224e+01
-2.113583268941986404e+01,4.059476656258905791e+01,-8.022690028802648499e+01,-5.097372796552470220e+01
-2.113327158907332048e+01,4.131696575132573912e+01,-8.019968319711780680e+01,-5.166436710231290874e+01
-2.113075286766246563e+01,4.202721459496473244e+01,-8.017291647175092351e+01,-5.234357812321382397e+01
-2.112829347676156644e+01,4.272073295546696414e+01,-8.014678025814254170e+01,-5.300678978187254131e+01
-2.112591036794490051e+01,4.339274069479336760e+01,-8.012145470250938217e+01,-5.364943083193415418e+01
-2.112362049278674192e+01,4.403845767490486907e+01,-8.009711995106815152e+01,-5.426693002704374180e+01
-2.112144080286136116e+01,4.465310375776239482e+01,-8.007395615003555633e+01,-5.485471612084638338e+01
-2.111938824974303586e+01,4.523189880532687113e+01,-8.005214344562833162e+01,-5.540821786698717943e+01
-2.111747978500604006e+01,4.577006267955921714e+01,-8.003186198406318397e+01,-5.592286401911120208e+01
-2.111573236022464073e+01,4.626281524242036625e+01,-8.001329191155683418e+01,-5.639408333086355185e+01
-2.111416292697312258e+01,4.670537635587124470e+01,-7.999661337432597463e+01,-5.681730455588930795e+01
-2.111278843682574902e+01,4.709296588187278587e+01,-7.998200651858735455e+01,-5.718795644783354959e+01
-2.111162584135680120e+01,4.742080368238590182e+01,-7.996965149055765210e+01,-5.750146776034138441e+01
-2.111069209214054965e+01,4.768410961937152592e+01,-7.995972843645361650e+01,-5.775326724705787740e+01
-2.111000414075126841e+01,4.787810355479059155e+01,-7.995241750249194013e+01,-5.793878366162812199e+01
-2.110957893876323510e+01,4.799800535060401785e+01,-7.994789883488932958e+01,-5.805344575769720450e+01
-2.110943343775071668e+01,4.803903486877273110e+01,-7.994635257986253407e+01,-5.809268228891021124e+01
-2.117000000000000171e+01,4.661999999999999034e+01,-8.117000000000001592e+01,-5.829000000000002046e+01
-2.115429427564607323e+01,4.660796732540368481e+01,-8.113906284627093157e+01,-5.830208185522609199e+01
-2.110839696467002469e+01,4.657280387828243562e+01,-8.104865427081020357e+01,-5.833738902438189911e+01
-2.103413786020047027e+01,4.651591152363775450e+01,-8.090237860220763366e+01,-5.839451391268381997e+01
-2.093334675536602774e+01,4.643869212647116029e+01,-8.070384016905300939e+01,-5.847204892534822562e+01
-2.080785344329530417e+01,4.634254755178416474e+01,-8.045664329993613251e+01,-5.856858646759150844e+01
-2.065948771711691734e+01,4.622887966457826536e+01,-8.016439232344680477e+01,-5.868271894463003946e+01
-2.049007936995947787e+01,4.609909032985498811e+01,-7.983069156817481371e+01,-5.881303876168021105e+01
-2.030145819495160353e+01,4.595458141261583762e+01,-7.945914536270997530e+01,-5.895813832395838716e+01
-2.009545398522189785e+01,4.579675477786232562e+01,-7.905335803564204866e+01,-5.911661003668095304e+01
-1.987389653389898214e+01,4.562701229059597097e+01,-7.861693391556086397e+01,-5.928704630506429396e+01
-1.963861563411147060e+01,4.544675581581827828e+01,-7.815347733105620875e+01,-5.946803953432478096e+01
-1.939144107898797031e+01,4.525738721853075930e+01,-7.766659261071787057e+01,-5.965818212967880640e+01
-1.913420266165709549e+01,4.506030836373492576e+01,-7.715988408313565117e+01,-5.985606649634274135e+01
-1.886873017524746388e+01,4.485692111643228941e+01,-7.663695607689935230e+01,-6.006028503953296394e+01
-1.859685341288768612e+01,4.464862734162436197e+01,-7.610141292059876150e+01,-6.026943016446585233e+01
-1.832040216770637642e+01,4.443682890431265520e+01,-7.555685894282368054e+01,-6.048209427635779889e+01
-1.804120623283214542e+01,4.422292766949868792e+01,-7.500689847216391115e+01,-6.069686978042517467e+01
-1.776109540139360732e+01,4.400832550218395767e+01,-7.445513583720924089e+01,-6.091234908188435782e+01
-1.748189946651937632e+01,4.379442426736999039e+01,-7.390517536654945729e+01,-6.112712458595173359e+01
-1.720544822133806306e+01,4.358262583005828361e+01,-7.336062138877439054e+01,-6.133978869784368015e+01
-1.693357145897828531e+01,4.337433205525035618e+01,-7.282507823247379974e+01,-6.154893382277656855e+01
-1.666809897256865369e+01,4.317094480794771982e+01,-7.230215022623750087e+01,-6.175315236596679114e+01
-1.641086055523778242e+01,4.297386595315188629e+01,-7.179544169865528147e+01,-6.195103673263072608e+01
-1.616368600011428214e+01,4.278449735586436731e+01,-7.130855697831694329e+01,-6.214117932798475152e+01
-1.592840510032676704e+01,4.260424088108667462e+01,-7.084510039381228808e+01,-6.232217255724523852e+01
-1.570684764900385133e+01,4.243449839382031996e+01,-7.040867627373108917e+01,-6.249260882562857944e+01
-1.550084343927414920e+01,4.227667175906680797e+01,-7.000288894666317674e+01,-6.265108053835114532e+01
-1.531222226426627131e+01,4.213216284182765747e+01,-6.963134274119832412e+01,-6.279618010062932854e+01
-1.514281391710883184e+01,4.200237350710438022e+01,-6.929764198592634727e+01,-6.292649991767949302e+01
-1.499444819093044501e+01,4.188870561989848795e+01,-6.900539100943701953e+01,-6.304063239471802405e+01
-1.486895487885972322e+01,4.179256104521148529e+01,-6.875819414032014265e+01,-6.313716993696130686e+01
-1.476816377402527891e+01,4.171534164804489109e+01,-6.855965570716551838e+01,-6.321470494962571252e+01
-1.469390466955572805e+01,4.165844929340020997e+01,-6.841338003856294847e+01,-6.327182983792763338e+01
-1.464800735857967950e+01,4.162328584627896078e+01,-6.832297146310222047e+01,-6.330713700708344049e+01
-1.463230163422574925e+01,4.161125317168265525e+01,-6.829203430937313613e+01,-6.331921886230951202e+01
-1.595000000000001705e+01,4.053000000000000114e+01,-6.986000000000001364e+01,-6.321999999999999886e+01
-1.594683445057320093e+01,4.049566808495197989e+01,-6.985588189853015706e+01,-6.318366023889996796e+01
-1.593758367020939737e+01,4.039533889631648833e+01,-6.984384744666191125e+01,-6.307746346131639115e+01
-1.592261646078357629e+01,4.023301226885641313e+01,-6.982437642320731186e+01,-6.290564342582403157e+01
-1.590230162417070758e+01,4.001268803733461965e+01,-6.979794860697839454e+01,-6.267243389099763817e+01
-1.587700796224575761e+01,3.973836603651400168e+01,-6.976504377678716651e+01,-6.238206861541198123e+01
-1.584710427688369627e+01,3.941404610115741747e+01,-6.972614171144564921e+01,-6.203878135764181678e+01
-1.581295936995949347e+01,3.904372806602775370e+01,-6.968172218976586407e+01,-6.164680587626190089e+01
-1.577494204334811734e+01,3.863141176588788994e+01,-6.963226499055984675e+01,-6.121037592984700382e+01
-1.573342109892453600e+01,3.818109703550069156e+01,-6.957824989263960447e+01,-6.073372527697188161e+01
-1.568876533856371935e+01,3.769678370962904523e+01,-6.952015667481717287e+01,-6.022108767621129743e+01
-1.564134356414063554e+01,3.718247162303582343e+01,-6.945846511590457339e+01,-5.967669688614000734e+01
-1.559152457753025445e+01,3.664216061048390571e+01,-6.939365499471381327e+01,-5.910478666533277448e+01
-1.553967718060754422e+01,3.607985050673616456e+01,-6.932620609005694234e+01,-5.850959077236435490e+01
-1.548617017524747475e+01,3.549954114655547954e+01,-6.925659818074596785e+01,-5.789534296580951889e+01
-1.543137236332501416e+01,3.490523236470472312e+01,-6.918531104559291123e+01,-5.726627700424301537e+01
-1.537565254671513060e+01,3.430092399594678199e+01,-6.911282446340979391e+01,-5.662662664623961462e+01
-1.531937952729279395e+01,3.369061587504452149e+01,-6.903961821300863733e+01,-5.598062565037407268e+01
-1.526292210693297235e+01,3.307830783676082120e+01,-6.896617207320147713e+01,-5.533250777522114561e+01
-1.520664908751063571e+01,3.246799971585856071e+01,-6.889296582280032055e+01,-5.468650677935560367e+01
-1.515092927090075214e+01,3.186369134710061246e+01,-6.882047924061720323e+01,-5.404685642135220291e+01
-1.509613145897829156e+01,3.126938256524985604e+01,-6.874919210546414661e+01,-5.341779045978569940e+01
-1.504262445361822209e+01,3.068907320506917102e+01,-6.867958419615317212e+01,-5.280354265323086338e+01
-1.499077705669551186e+01,3.012676310132142987e+01,-6.861213529149630119e+01,-5.220834676026244381e+01
-1.494095807008513077e+01,2.958645208876951216e+01,-6.854732517030554106e+01,-5.163643653945521095e+01
-1.489353629566204695e+01,2.907214000217629035e+01,-6.848563361139294159e+01,-5.109204574938392085e+01
-1.484888053530123031e+01,2.858782667630464402e+01,-6.842754039357050999e+01,-5.057940814862332957e+01
-1.480735959087764897e+01,2.813751194591744920e+01,-6.837352529565026771e+01,-5.010275749574821447e+01
-1.476934226426627284e+01,2.772519564577758189e+01,-6.832406809644425039e+01,-4.966632754933331739e+01
-1.473519735734207003e+01,2.735487761064792167e+01,-6.827964857476446525e+01,-4.927435206795340150e+01
-1.470529367198000870e+01,2.703055767529134101e+01,-6.824074650942294795e+01,-4.893106481018324416e+01
-1.468000001005505872e+01,2.675623567447071594e+01,-6.820784167923171992e+01,-4.864069953459758011e+01
-1.465968517344219002e+01,2.653591144294892956e+01,-6.818141386300280260e+01,-4.840748999977118672e+01
-1.464471796401636894e+01,2.637358481548885081e+01,-6.816194283954820321e+01,-4.823566996427882714e+01
